"STOP_LOCATION_BLOCK","match_status","match_type","GEOID"
"ALABAMA AVENUE SE & 6TH STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Exact","11001007201"
"GEORGIA AVENUE NW & IRVING STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Exact","11001002802"
"5900 BLOCK OF  GEORGIA AVE NW DC, WASHINGTON 20011 UNITED STATES","Match","Non_Exact","11001001804"
"2300 BLOCK OF  15TH ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001001804"
"2300 BLOCK OF  15TH ST NE DC, DC 20018 UNITED STATES","No_Match","",NA
"600 BLOCK OF  ATLANTIC STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001009102"
"600 BLOCK OF  YUMA STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007503"
"UNIT BLOCK OF  CHANNING STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009102"
"3600 BLOCK OF  WARDER STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001009802"
"1200 BLOCK OF  T STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001009801"
"2700 BLOCK OF  MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20032 UNITED STATES","No_Match","",NA
"2600 BLOCK OF  STANTON RD SE DC, WASHINGON 20020 UNITED STATES","Match","Non_Exact","11001003200"
"UNIT BLOCK OF  U STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001004402"
"UNIT BLOCK OF  RHODE ISLAND AVE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001010400"
"1800 BLOCK OF  7TH ST NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007407"
"2900 BLOCK OF  KNOX PL SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001009803"
"2400 BLOCK OF  MARTIN LUTHER KING JR AVE SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001007401"
"UNIT BLOCK OF  FORRESTER ST SW DC, WASHINGTON 20032 UNITED STATES","Match","Non_Exact","11001007403"
"5300 BLOCK OF  DIX ST NE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001010400"
"500 BLOCK OF  FLORIDA AVE NW DC, WASHINGTON 20001 UNITED STATES","Match","Exact","11001008410"
"P STREET NW & MARION STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001010300"
"3300 BLOCK OF  IDAHO AVE NW WASHINGTON, DC 20016 UNITED STATES","Match","Non_Exact","11001010300"
"5500 BLOCK OF  GEORGIA AVENUE NW WASHINGTON, DC 20011 UNITED STATES","Match","Exact","11001010400"
"400 BLOCK OF  KENNEDY STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Exact","11001003100"
"4200 BLOCK OF  7TH ST SE WASHINGTON, DC 20032 UNITED STATES","No_Match","",NA
"1200 BLOCK OF  4TH ST SE DC, DC 20003 UNITED STATES","No_Match","",NA
"5400 BLOCK OF  GEORGIA AVE NW DC, DISTRICT OF COLUMBIA 20011 UNITED STATES","No_Match","",NA
"4000 BLOCK OF  4TH ST SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007502"
"900 BLOCK OF  KENNEDY STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007407"
"1500 BLOCK OF  PARK ROAD NW WASHINGTON, DC 20010 UNITED STATES","No_Match","",NA
"1100 BLOCK OF  46TH PLACE SE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"1100 BLOCK OF  46TH PL SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004801"
"700 BLOCK OF  NEWTON PL NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001004801"
"4000 BLOCK OF  SOUTH CAPITOL ST SW DC, WASHINGTON DC 20032 UNITED STATES","Match","Non_Exact","11001001002"
"1400 BLOCK OF  HARVARD STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001002002"
"3500 BLOCK OF  14TH STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001002102"
"1000 BLOCK OF  16TH STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009811"
"1700 BLOCK OF  14TH STREET NW WASHINGTON, DC 20009 UNITED STATES","No_Match","",NA
"1000 BLOCK OF  MOUNT OLIVET RD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001002002"
"5300 BLOCK OF  CLAY TER NE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001009802"
"6200 BLOCK OF  EASTERN AVENUE NE WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001002101"
"2500 BLOCK OF  GEORGIA AVENUE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001002802"
"3000 BLOCK OF  MOUNT PLEASANT ST NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007707"
"4800 BLOCK OF  GEORGIA AVE NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007707"
"3300 BLOCK OF  6TH ST SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001003100"
"4800 BLOCK OF  GEORGIA AVENUE NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001009810"
"3900 BLOCK OF  PENNSYLVANIA AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001003702"
"1300 BLOCK OF  MISSOURI AVE NW WASHIGNTON, DC 20011 UNITED STATES","Match","Non_Exact","11001002801"
"2000 BLOCK OF  16TH ST SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001008802"
"1400 BLOCK OF  MARYLAND AVENUE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001005202"
"1900 BLOCK OF  CONNECTICUT AVENUE NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001008803"
"1300 BLOCK OF  PERRY PL NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007808"
"700 BLOCK OF  FAIRMONT ST NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001009505"
"700 BLOCK OF  12TH ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001003500"
"3000 BLOCK OF  GEORGIA AVE NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001002702"
"2200 BLOCK OF  32ND STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001002002"
"3500 BLOCK OF  14TH ST NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001009804"
"900 BLOCK OF  H ST NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001002002"
"900 BLOCK OF  IRVING ST NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001009902"
"700 BLOCK OF  P ST NW DC, WASHINGTON 20001 UNITED STATES","Match","Non_Exact","11001002001"
"700 BLOCK OF  P ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007504"
"2700 BLOCK OF  HARTFORD ST SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001008402"
"1700 BLOCK OF  7TH ST NW DC, DC 20001 UNITED STATES","Match","Non_Exact","11001004100"
"600 BLOCK OF  LAMONT STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001002900"
"3200 BLOCK OF  SHERMAN AVENUE NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001003500"
"3300 BLOCK OF  10TH DC, DC 20032 UNITED STATES","Match","Non_Exact","11001008402"
"3300 BLOCK OF  10TH PL SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001003100"
"800 BLOCK OF  MT VERNON PL NW DC, WASHINGTON 20001 UNITED STATES","Match","Non_Exact","11001007604"
"5400 BLOCK OF  GEORGIA AVE NW DC, WASHINGTON 20011 UNITED STATES","Match","Non_Exact","11001002801"
"1800 BLOCK OF  7TH ST NW DC, WASHINGTON DC UNITED STATES","Match","Non_Exact","11001008410"
"1600 BLOCK OF  M ST NE WASHINGTON, DC 20002 UNITED STATES","No_Match","",NA
"26TH STREET NE & BLADENSBURG ROAD NE WASHINGTON, DC 20018 UNITED STATES","Match","Non_Exact","11001004901"
"3300 BLOCK OF  ELY PL SE DC, WASHINGTON DC 20019 UNITED STATES","Match","Non_Exact","11001004901"
"1700 BLOCK OF  NEW HAMPSHIRE AVE NW DC, WASHINGTON DC 20009 UNITED STATES","No_Match","",NA
"1100 BLOCK OF  ALABAMA AVE SE DC, WASHINGTON 20020 UNITED STATES","No_Match","",NA
"1200 BLOCK OF  U ST NW DC, WASHINGOTN DC 2009 UNITED STATES","Match","Non_Exact","11001003200"
"3511A JAY STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001003100"
"1400 BLOCK OF  MONTANA AVE NE WASHINGTON, DC 20018 UNITED STATES","No_Match","",NA
"1700 BLOCK OF  2ND STREET NE WASHINGTON, DC 20002 UNITED STATES","No_Match","",NA
"1400 BLOCK OF  VAN BUREN STREET NW WASHINGTON, DC 20012 UNITED STATES","Match","Non_Exact","11001005802"
"6600 BLOCK OF  LUZON AVENUE NW WASHINGTON, DC 20012 UNITED STATES","Match","Non_Exact","11001002002"
"1200 BLOCK OF  HALF ST SE WASHINGTON, DC 20003 UNITED STATES","No_Match","",NA
"2800 BLOCK OF  GEORGIA AVE NW DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001008903"
"3200 BLOCK OF  16TH STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Exact","11001011100"
"600 BLOCK OF  FLORIDA AVE NW DC, WASHINGTON DC 20009 UNITED STATES","Match","Non_Exact","11001007502"
"4600 BLOCK OF  SOUTH CAPITOL ST SW WASHINGTON DC, DC 20020 UNITED STATES","Match","Non_Exact","11001007708"
"1200 BLOCK OF  SUMNER RD SE DC, WASHINGTON DC 20032 UNITED STATES","Match","Non_Exact","11001004202"
"4TH STREET SE & WATER STREET SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001010400"
"14TH STREET NW & IRVING STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001004402"
"1200 BLOCK OF  ROCK CREEK FORD ROAD NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001009602"
"UNIT BLOCK OF  UNDERWOOD ST NW DC, WASHINGTON DC UNITED STATES","Match","Non_Exact","11001009102"
"1900 BLOCK OF  MARTIN LUTHER KING JR AVE SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001008701"
"2300-BLK AINGER PL SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001001803"
"3900 BLOCK OF  GEORGIA AVE NW DC, WASHINGTON DC 20010 UNITED STATES","Match","Non_Exact","11001002101"
"4200 BLOCK OF  KANSAS AVENUE NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007504"
"800 BLOCK OF  9TH ST NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001003400"
"900-1099 BLOCK PEABODY STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001004201"
"2500 BLOCK OF  ALABAMA AVE SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001007201"
"700 BLOCK OF  I ST SE DC, WASHINGTON 20003 UNITED STATES","Match","Non_Exact","11001003400"
"1700-BLK 6TH ST NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001008903"
"MOUNT PLEASANT STREET NW & KENYON STREET NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001002002"
"1300 BLOCK OF  U ST NW DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001004402"
"700 BLOCK OF  G ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001009905"
"1900 BLOCK OF  MARION BARRY AVE SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001005802"
"1700 BLOCK OF  LINCOLN RD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009802"
"1200 BLOCK OF  JACKSON STREET NE WASHINGTON, DC 20017 UNITED STATES","No_Match","",NA
"I395 SB DC, DC 20004 UNITED STATES","Match","Non_Exact","11001007504"
"1600 BLOCK OF  W ST SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001008701"
"4900 BLOCK OF  QUARLES ST NE DC, WASHINGTON D.C. 20019 UNITED STATES","Match","Non_Exact","11001009301"
"4000 BLOCK OF  MINNESOTA AVE NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"BLADENSBURG ROAD NE & K STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007504"
"300 BLOCK OF  51ST ST NE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001007806"
"3200 BLOCK OF  BENNING RD NE DC, WASHINGTON 20018 UNITED STATES","Match","Non_Exact","11001007803"
"UNIT BLOCK OF  I ST SE WASHINGTON, DC 20003 UNITED STATES","Match","Exact","11001008903"
"600 BLOCK OF  21ST ST NE DC, WASHINGTON DC 20002 UNITED STATES","Match","Non_Exact","11001007804"
"1600 BLOCK OF  MARYLAND AVE NE DC, WASHINGTON DC 20002 UNITED STATES","Match","Non_Exact","11001002503"
"2700 BLOCK OF  HARTFORD ST SE DC, WASHINGTON DC 20020 UNITED STATES","Match","Non_Exact","11001002501"
"1200 BLOCK OF  MEIGS PL NE DC, WASHINGTON D.C. 20002 UNITED STATES","No_Match","",NA
"ATLANTIC STREET SE & MISSISSIPPI AVENUE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001001901"
"800 BLOCK OF  BLADENSBURG RD NE DC, WASH DC 20002 UNITED STATES","Match","Non_Exact","11001007502"
"16TH STREET NE & MOUNT OLIVET ROAD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007000"
"800 BLOCK OF  BLADENSBURG RD NE DC, WASHINGTON D.C. 20002 UNITED STATES","Match","Non_Exact","11001004801"
"2500 BLOCK OF  14TH ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Exact","11001002702"
"2000 BLOCK OF  MONROE ST NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001004402"
"6200 BLOCK OF  DIX ST NE DC, WASHINGTON 20019 UNITED STATES","Match","Non_Exact","11001009602"
"5900 BLOCK OF  CLAY STREET NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"6200 BLOCK OF  CLAY ST NE DC, DC UNITED STATES","Match","Non_Exact","11001007903"
"800 BLOCK OF  BLADENSBURG RD NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001008903"
"BLADENSBURG ROAD NE & T STREET NE WASHINGTON, DC 20002 UNITED STATES","No_Match","",NA
"1100 BLOCK OF  10TH ST SE WASHINGTON, DC 20003 UNITED STATES","Match","Non_Exact","11001008804"
"3500 BLOCK OF  22ND ST SE WASHINGTON, DC 20020 UNITED STATES","Match","Exact","11001009803"
"2700 BLOCK OF  DOUGLASS PL SE DC, DC 20020 UNITED STATES","Match","Non_Exact","11001008802"
"3700 BLOCK OF  1ST ST SE DC, WASHINGTON 20032 UNITED STATES","Match","Exact","11001008804"
"1600 BLOCK OF  HOLBROOK ST NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001008802"
"1500 BLOCK OF  BENNING RD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009102"
"2700 BLOCK OF  BLADENSBURG RD NE WASHINGTON, DC 20018 UNITED STATES","No_Match","",NA
"400 BLOCK OF  W ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007808"
"1100 BLOCK OF  46TH STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007808"
"1600 BLOCK OF  Q ST SE DC, DC 20020 UNITED STATES","No_Match","",NA
"300 BLOCK OF  50TH ST NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001008802"
"3200 BLOCK OF  GEORGIA AVE NW DC, WASHINGTON 20010 UNITED STATES","Match","Exact","11001011100"
"200 BLOCK OF  ANACOSTIA RD SE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001007203"
"16TH STREET SE & W STREET SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007409"
"1300 BLOCK OF  48TH ST NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007406"
"4600 BLOCK OF  B STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009803"
"300 BLOCK OF  U STREET NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001008804"
"WISCONSIN AVENUE NW & M STREET NW WASHINGTON, DC 20007 UNITED STATES","Match","Non_Exact","11001008904"
"1900 BLOCK OF  6TH ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001011100"
"1800 BLOCK OF  I ST NE DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001008702"
"200 BLOCK OF  M ST SW WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007707"
"2900 BLOCK OF  MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007601"
"100 BLOCK OF  WILMINGTON PL SE DC, WASHINGTON DC 20032 UNITED STATES","Match","Non_Exact","11001007804"
"UNIT BLOCK OF  M ST NE WASHINGTON, DISTRICT OF COLUMBIA 20002 UNITED STATES","Match","Non_Exact","11001003100"
"2300 BLOCK OF  CHAMPLAIN STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001007703"
"2000 BLOCK OF  8TH STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001007503"
"2600 BLOCK OF  BENNING ROAD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001007806"
"1000-BLK BLADENSBURG RD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001009906"
"1900 BLOCK OF  ALABAMA AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001008702"
"1500 BLOCK OF  BENNING RD NE DC, DC 20002 UNITED STATES","Match","Exact","11001000202"
"1600 BLOCK OF  NEAL ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001003400"
"1100 BLOCK OF  BLADENSBURG RD NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001008904"
"300 BLOCK OF  FRANKLIN ST NE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001011001"
"4400 BLOCK OF  QUARLES ST NE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001010400"
"900 BLOCK OF  4TH ST NW DC, DC 20001 UNITED STATES","Match","Non_Exact","11001009803"
"3800 BLOCK OF  9TH ST SE DC, WASHINGTON 20032 UNITED STATES","No_Match","",NA
"2100 BLOCK OF  15TH STREET NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001003802"
"700 BLOCK OF  21ST ST NE DC, WASHINGTON 20002 UNITED STATES","Match","Non_Exact","11001003500"
"3100 BLOCK OF  MARTIN LUTHER KING JR AVENUE SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001011100"
"SOUTHERN AVENUE SE & MISSISSIPPI AVENUE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001008802"
"2300 BLOCK OF  11TH ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007404"
"2000 BLOCK OF  19TH PL SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001008904"
"800 BLOCK OF  FLORIDA AVE NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001008903"
"UNIT BLOCK OF  M ST NE WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001008804"
"600 BLOCK OF  FLORIDA AVE NW WASHINGTON, DC 20002 UNITED STATES","No_Match","",NA
"2800 BLOCK OF  7TH ST NE DC, DC 20002 UNITED STATES","Match","Non_Exact","11001009601"
"5900 BLOCK OF  GEORGIA AVE NW DC, WASHINGTON DC UNITED STATES","No_Match","",NA
"1200 BLOCK OF  13TH ST NW WASHINGTON, DC 20005 UNITED STATES","Match","Non_Exact","11001009801"
"600 BLOCK OF  KENNEDY ST NW DC, WASHINGTON DC UNITED STATES","Match","Non_Exact","11001004300"
"3900 BLOCK OF  SOUTH CAPITOL ST SE DC, WASHINGTON DC 20032 UNITED STATES","Match","Non_Exact","11001008904"
"4700 BLOCK OF  SOUTH CAPITOL ST SE DC, WASHINGTON DC 20032 UNITED STATES","Match","Non_Exact","11001010400"
"900 BLOCK OF  HAMILTON STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Exact","11001007409"
"1600 BLOCK OF  V ST SE DC, WASHINGTON 20020 UNITED STATES","Match","Non_Exact","11001003600"
"600 BLOCK OF  U ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007504"
"1900 BLOCK OF  16TH ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001008803"
"100 BLOCK OF  N STREET SE WASHINGTON, DC 20003 UNITED STATES","No_Match","",NA
"200 BLOCK OF  W ST NW DC, WASHINGTON 20001 UNITED STATES","No_Match","",NA
"1100 BLOCK OF  21ST ST NE DC, WASHINGTON DC 20002 UNITED STATES","Match","Non_Exact","11001004801"
"4900 BLOCK OF  GEORGIA AVENUE NW WASHINGTON, DC 20011 UNITED STATES","No_Match","",NA
"1800-BLK 7TH ST NW DC, WASHINGTON 20001 UNITED STATES","Match","Non_Exact","11001001804"
"5100 BLOCK OF  FITCH ST SE DC, WASHINGTON 20019 UNITED STATES","Match","Non_Exact","11001005003"
"600 BLOCK OF  CHESAPEAKE ST SE DC, WASHINGTON DC 20032 UNITED STATES","Match","Non_Exact","11001002101"
"1600 BLOCK OF  MORRIS RD SE WASHINGTON DC, DC 20032 UNITED STATES","Match","Non_Exact","11001009803"
"1900 BLOCK OF  7TH ST NW WASHINGTON DC, DC 20009 UNITED STATES","Match","Non_Exact","11001009811"
"1000 BLOCK OF  BLADENSBURG RD NE DC, WASHINGTON 20002 UNITED STATES","No_Match","",NA
"800 BLOCK OF  BLADENSBURG RD NE WASHINGTON, DISTRICT OF COLUMBIA 20002 UNITED STATES","Match","Non_Exact","11001002900"
"200 BLOCK OF  W ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001009601"
"2ND STREET SE & XENIA STREET SE WASHINGTON, DC 20032 UNITED STATES","No_Match","",NA
"3700 BLOCK OF  12TH ST NE WASHINGTON, DC 20017 UNITED STATES","Match","Non_Exact","11001010900"
"3700 BLOCK OF  12TH STREET NE WASHINGTON, DC 20017 UNITED STATES","Match","Non_Exact","11001007703"
"UNIT BLOCK OF  BANNER LN NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001005302"
"5200 BLOCK OF  HAYES STREET NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007708"
"QUINCY PLACE NE & NORTH CAPITOL STREET WASHINGTON, DC 20002 UNITED STATES","Match","Non_Exact","11001004801"
"200 BLOCK OF  V ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007804"
"2000 BLOCK OF  14TH ST NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001003400"
"3100 BLOCK OF  14TH ST NW DC, DC 20009 UNITED STATES","Match","Non_Exact","11001008804"
"MINNESOTA AVENUE NE & NANNIE HELEN BURROUGHS AVENUE NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001004300"
"100 BLOCK OF  M ST SW WASHINGTON, DC 20024 UNITED STATES","Match","Non_Exact","11001010601"
"3600 BLOCK OF  22ND ST SE DC, WASHINGTON DC UNITED STATES","No_Match","",NA
"1400 BLOCK OF  16TH STREET NW WASHINGTON, DC 20036 UNITED STATES","Match","Exact","11001007803"
"4000 BLOCK OF  9TH ST SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001006400"
"900 BLOCK OF  LONGFELLOW STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007409"
"7TH STREET NW & H STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001005303"
"4691A BENNING RD SE DC, DC 20019 UNITED STATES","Match","Non_Exact","11001009700"
"600 BLOCK OF  MELLON ST SE DC, WASHINGTON 20032 UNITED STATES","Match","Non_Exact","11001002101"
"700 BLOCK OF  T ST NW WASHINGTON, DC 20001 UNITED STATES","Match","Exact","11001005801"
"1300 BLOCK OF  IRVING ST NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001008802"
"1300 BLOCK OF  COLUMBIA RD NW DC, WASHINGTON DC 20019 UNITED STATES","Match","Non_Exact","11001008802"
"600 BLOCK OF  H ST NW DC, WASHINGTON DC 20001 UNITED STATES","Match","Non_Exact","11001003400"
"3100 BLOCK OF  SHERMAN AVE NW DC, DISTRICT OF COLUMBIA 20011 UNITED STATES","Match","Exact","11001009803"
"4400 BLOCK OF  C STREET SE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001009504"
"3300 BLOCK OF  14TH ST NW WASHINGTON, DISTRICT OF COLUMBIA 20011 UNITED STATES","Match","Non_Exact","11001009504"
"4900 BLOCK OF  CENTRAL AVENUE NE WASHINGTON, DC 20019 UNITED STATES","No_Match","",NA
"4900 BLOCK OF  AMES ST NE WASHINGTON, DC 20019 UNITED STATES","Match","Non_Exact","11001007809"
"2300 BLOCK OF  MOUNT VIEW PL SE DC, WASHINGTON DC 20020 UNITED STATES","Tie","",NA
"4300 BLOCK OF  F ST SE DC, WASHINGTON DC 20019 UNITED STATES","Match","Non_Exact","11001009907"
"5500 BLOCK OF  CENTRAL AVE SE DC, WASHINGTON DC 20019 UNITED STATES","Match","Non_Exact","11001010400"
"3000 BLOCK OF  STANTON RD SE DC, WASHINGTON DC 20020 UNITED STATES","Match","Non_Exact","11001004402"
"1800 BLOCK OF  ERIE ST SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001003000"
"1800 BLOCK OF  M ST NW DC, DC 20036 UNITED STATES","Match","Non_Exact","11001003000"
"1300 BLOCK OF  COLUMBIA RD NW DC, DC 20009 UNITED STATES","Match","Non_Exact","11001005801"
"14TH STREET NW & SPRING ROAD NW WASHINGTON, DC 20010 UNITED STATES","No_Match","",NA
"1300 BLOCK OF  HOWARD RD SE DC, DISTRICT 20020 UNITED STATES","Match","Non_Exact","11001007703"
"1300 BLOCK OF  V ST NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001002802"
"2200 BLOCK OF  SHANNON PLACE SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001007804"
"600 BLOCK OF  S STREET NW WASHINGTON, DC 20001 UNITED STATES","Match","Non_Exact","11001007804"
"4000 BLOCK OF  9TH STREET SE WASHINGTON, DC 20032 UNITED STATES","Match","Non_Exact","11001007407"
"2400 BLOCK OF  14TH ST NW WASHINGTON, DC 20009 UNITED STATES","Match","Non_Exact","11001009907"
"4200 BLOCK OF  SOUTHERN AVE SE DC, WASHINGTON DC 20019 UNITED STATES","Match","Non_Exact","11001009903"
"1600 BLOCK OF  MONTANA AVE NE DC, WASHINGTON 20018 UNITED STATES","Match","Non_Exact","11001007407"
"1400 BLOCK OF  SHEPHERD STREET NW WASHINGTON, DC 20011 UNITED STATES","Match","Non_Exact","11001007504"
"3100 BLOCK OF  14TH ST NW WASHINGTON, DC 20010 UNITED STATES","Match","Non_Exact","11001010700"
"1900 BLOCK OF  18TH ST SE WASHINGTON, DC 20020 UNITED STATES","Match","Non_Exact","11001003000"
